FB_NR,BFS_WENKER,ORTSNAME,X,Y,,,Bezirk,Kanton,Transkription
44817,499_1,Siselen,581090,209039,,,Erlach,BE,ja
44818,302_2,Bargen,586630,209720,,,Aarberg,BE,ja
44819,312_2,Seedorf,590442,209358,,,Aarberg,BE,ja
44820,312_3,Lobsigen Gm. Seedorf,588972,208433,,,Aarberg,BE,ja
44821,312_4,Baggwil Gm. Seedorf,590801,208567,,,Aarberg,BE,ja
44822,493_1,Finsterhennen,580233,208407,,,Erlach,BE,ja
44823,304_1,Kallnach,584542,207495,,,Aarberg,BE,ja
44824,309_3,Radelfingen,587371,207855,,,Aarberg,BE,ja
44825,312_5,Ruchwil  Gm. Seedorf,589886,207192,,,Aarberg,BE,ja
44826,308_1,Niederried,585637,206520,,,Aarberg,BE,ja
44827,309_4,Jucher Gm. Radelfingen,586608,205877,,,Aarberg,BE,ja
44828,2258_1,Fräschels,582485,205230,,,See,FR,
44829,309_1,Detligen,587376,205646,,,Aarberg,BE,ja
44830,2477_1,Metzerlen,602055,257207,,,Dorneck,SO,ja
44831,2619_2,Kleinlützel,598509,252836,,,Thierstein,SO,ja
44832,2619_1,Huggerwald,599601,251902,,,Thierstein,SO,in Bearb.
44835,2476_1,Hofstetten-Flüh,605797,258321,,,Dorneck,SO,ja
44836,2773_1,Reinach ,611439,260225,,,Arlesheim,BL,
44837,2473_1,Dornach,613419,258662,,,Dorneck,SO,
44838,2474_1,Gempen,616562,258262,,,Dorneck,SO,
44839,2761_1,Aesch,611910,257351,,,Arlesheim,BL,ja
44840,2475_1,Hochwald,615260,256156,,,Dorneck,SO,ja
44841,2472_1,Büren ,617338,255442,,,Dorneck,SO,
44842,2480_1,Seewen,616615,253789,,,Dorneck,SO,ja
44843,2618_1,Himmelried,612020,252389,,,Thierstein,SO,
44844,2829_1,Liestal,622322,259363,,,Liestal,BL,ja
44845,2866_1,Wintersingen,629086,260369,,,Sissach,BL,
44846,2478_1,Nuglar,619159,257874,,,Dorneck,SO,
44847,2861_1,Sissach,627961,257271,,,Sissach,BL,
44848,2864_1,Thürnen,629485,256150,,,Sissach,BL,ja
44849,2823_1,Bubendorf,622328,255372,,,Liestal,BL,ja
44850,2845_1,Diepflingen,630092,255093,,,Sissach,BL,
44851,2834_1,Ziefen,620139,253440,,,Liestal,BL,ja / ja
44852,4262_1,Wegenstetten,637427,260996,,,Rheinfelden,AG,ja
44853,2848_1,Hemmiken,634239,259808,,,Sissach,BL,
44854,2856_1,Ormalingen,632823,257712,,,Sissach,BL,ja
44855,4181_1,Wittnau,640418,259030,,,Laufenburg,AG,ja
44856,2858_1,Rothenfluh,635872,256896,,,Sissach,BL,
44857,2862_1,Tecknau,633861,255093,,,Sissach,BL,ja
44858,2841_1,Anwil,637808,255725,,,Sissach,BL,in Bearb.
44859,4182_1,Wölflinswil,642008,256925,,,Laufenburg,AG,
44860,2865_1,Wenslingen,635572,254337,,,Sissach,BL,
44861,2860_1,Rünenberg,633610,253555,,,Sissach,BL,
44862,2855_1,Oltingen,637485,253560,,,Sissach,BL,ja
44865,2867_1,Wittinsburg,630438,252853,,,Sissach,BL,ja
44866,4094_1,Bözen,648734,260719,,,Brugg,AG,
44867,4096_1,Effingen,650162,259973,,,Brugg,AG,
44868,4108_1,Oberbözberg,654192,261024,,,Brugg,AG,
44869,4119_2,Ursprung-Unterbözberg,654149,259435,,,Brugg,AG,
44870,4119_1,Ursprung,654149,259435,,,Brugg,AG,
44871,4166_1,Herznach,646044,258144,,,Laufenburg,AG,ja
44872,4183_1,Zeihen,648689,258525,,,Laufenburg,AG,
44873,4103_1,Linn,651925,257900,,,Brugg,AG,
44874,4122_1,Villnachern,654153,258404,,,Brugg,AG,
44875,4004_1,Densbüren,646470,255941,,,Aarau,AG,ja
44876,4173_1,Oberhof,642780,255585,,,Laufenburg,AG,ja
44877,4115_1,Schinznach,653099,255283,,,Brugg,AG,
44878,4117_1,Thalheim,649841,254080,,,Brugg,AG,ja
44879,4109_1,Oberflachs,652036,254696,,,Brugg,AG,
44880,4120_1,Veltheim,653464,254409,,,Brugg,AG,
44881,4120_2,Veltheim 2,653464,254409,,,Brugg,AG,
44882,4008_1,Küttigen,645979,251486,,,Aarau,AG,ja
44883,4091_1,Auenstein,652859,251960,,,Brugg,AG,
44884,4111_1,Riniken,656549,260622,,,Brugg,AG,
44885,4029_2,Vogelsang Gm. Gebenstorf,660294,260788,,,Baden,AG,
44886,4042_1,Turgi,661411,260436,,,Baden,AG,
44887,4038_1,Nussbaumen,663966,260057,,,Baden,AG,
44888,4118_1,Umiken,656678,259395,,,Brugg,AG,in Bearb.
44889,4095_2,Brugg,658049,259185,,,Brugg,AG,ja
44890,4123_1,Windisch,658611,258780,,,Brugg,AG,
44891,4029_1,Gebenstorf,660498,259450,,,Baden,AG,
44892,4026_1,Ennetbaden,665871,258858,,,Baden,AG,
44893,4021_1,Baden,665521,258764,,,Baden,AG,
44894,4099_1,Habsburg,656170,257120,,,Brugg,AG,
44895,4100_1,Hausen,658269,257103,,,Brugg,AG,
44896,4024_1,Birmenstorf,660847,257012,,,Baden,AG,ja
44897,4107_1,Mülligen,660390,256641,,,Brugg,AG,
44898,4021_2,Dättwil,663837,256098,,,Baden,AG,
44899,4021_4,Münzleshausen Gm. Dättwil,663493,258657,,,Baden,AG,
44900,4021_3,Dättwil 2,663837,256098,,,Baden,AG,
44901,4045_1,Wettingen,666954,257605,,,Baden,AG,
44902,4114_1,Schinznach Bad (=Birrenlauf),655041,255690,,,Brugg,AG,
44903,4113_1,Scherz,656282,255352,,,Brugg,AG,
44904,4113_2,Scherz 2,656282,255352,,,Brugg,AG,
44905,4104_1,Lupfig,657756,254737,,,Brugg,AG,ja
44906,4021_5,Rütihof Gm. Dättwil,662719,254532,,,Baden,AG,
44907,4027_1,Fislisbach,664337,254335,,,Baden,AG,
44908,4034_1,Neuenhof,667321,255423,,,Baden,AG,
44909,4199_1,Holderbank,654944,253516,,,Lenzburg,AG,
44910,4092_1,Birr,657665,254165,,,Brugg,AG,
44911,4093_1,Birrhard,660890,253889,,,Brugg,AG,
44912,4033_1,Mellingen,663011,252319,,,Baden,AG,ja
44913,4035_1,Niederrohrdorf,665352,252955,,,Baden,AG,ja
44914,4037_1,Staretschwil,666146,253267,,,Baden,AG,
44915,4037_2,Oberrohrdorf,666264,252411,,,Baden,AG,
44916,2611_1,Bärschwil,602539,247953,,,Thierstein,SO,
44917,2617_1,Grindel,604772,247874,,,Thierstein,SO,
44918,2613_1,Breitenbach,607870,250429,,,Thierstein,SO,ja
44919,2614_1,Büsserach,607715,249130,,,Thierstein,SO,
44920,2615_1,Erschwil,607760,247020,,,Thierstein,SO,ja
44921,2612_1,Beinwil ,611172,245743,,,Thierstein,SO,
44922,2622_1,Zullwil,612256,248799,,,Thierstein,SO,
44923,2621_1,Nunningen,613664,249191,,,Thierstein,SO,ja
44924,2883_1,Bretzwil,616063,249528,,,Waldenburg,BL,
44925,2426_1,Brunnersberg (Gross-),614171,242536,,,Thal,SO,
44926,2428_2,Ramiswil,616666,243870,,,Thal,SO,ja
44927,2893_1,Reigoldswil,619102,249618,,,Waldenburg,BL,
44928,2892_1,Oberdorf ,623422,249462,,,Waldenburg,BL,ja
44929,2882_1,Bennwil,625810,250383,,,Waldenburg,BL,ja
44930,2895_1,Waldenburg,623293,247908,,,Waldenburg,BL,
44931,2885_1,Eptingen,628830,248363,,,Waldenburg,BL,ja
44932,2428_1,Mümliswil,620059,243767,,,Thal,SO,ja
44933,2888_1,Langenbruck,624844,244353,,,Waldenburg,BL,ja
44934,2888_2,Langenbruck 1,624844,244353,,,Waldenburg,BL,
44935,2425_1,Holderbank,623747,242466,,,Thal,SO,
44936,2842_1,Böckten,629974,256941,,,Sissach,BL,
44937,2498_1,Rohr ,638954,251118,,,Gösgen,SO,
44938,2499_1,Stüsslingen,640172,249340,,,Gösgen,SO,ja
44939,2500_1,Trimbach,634422,245947,,,Gösgen,SO,
44940,2501_1,Winznau,637415,246091,,,Gösgen,SO,
44941,2581_1,Olten,635358,244674,,,Olten,SO,ja
44942,2584_1,Starrkirch,636882,244387,,,Olten,SO,
44943,2495_1,Niedergösgen,641907,247004,,,Gösgen,SO,
44944,2572_1,Däniken,640779,245177,,,Olten,SO,ja
44945,2582_1,Rickenbach,631530,243342,,,Olten,SO,ja
44946,2579_1,Hägendorf,630585,242230,,,Olten,SO,
44947,2573_1,Dulliken,638392,244892,,,Olten,SO,
44948,4002_1,Biberstein,648300,251652,,,Aarau,AG,
44949,4005_2,Erlinsbach,643254,250564,,,Aarau,AG,
44950,4005_1,Erlinsbach (Ober-),642947,250698,,,Aarau,AG,
44951,2494_1,Niedererlinsbach,643008,249871,,,Gösgen,SO,
44952,4011_1,Rohr,648975,250622,,,Aarau,AG,
44953,4206_1,Rupperswil,651981,250465,,,Lenzburg,AG,
44954,4001_1,Aarau,646252,249140,,,Aarau,AG,ja
44955,4003_1,Buchs,648417,249146,,,Aarau,AG,
44956,4200_1,Hunzenschwil,651909,248830,,,Lenzburg,AG,
44957,4207_1,Schafisheim,653176,247627,,,Lenzburg,AG,
44958,4207_2,Schafisheim 2,653176,247627,,,Lenzburg,AG,
44959,2574_1,Eppenberg,644199,247403,,,Olten,SO,
44960,2583_1,Schönenwerd,642373,246714,,,Olten,SO,
44961,4012_1,Suhr,648604,246970,,,Aarau,AG,
44962,4013_1,Unterentfelden,645544,246068,,,Aarau,AG,
44963,4010_1,Oberentfelden,645939,245151,,,Aarau,AG,
44964,4010_2,Oberentfelden 2,645939,245151,,,Aarau,AG,
44965,4006_1,Gränichen,649879,245836,,,Aarau,AG,ja
44966,4006_2,Gränichen 2,649879,245836,,,Aarau,AG,
44967,4209_1,Seon,654444,244172,,,Lenzburg,AG,
44968,4276_1,Kölliken,644271,242960,,,Zofingen,AG,
44969,4203_1,Möriken,656082,251886,,,Lenzburg,AG,
44970,4032_1,Mägenwil,660143,251829,,,Baden,AG,
44971,4046_1,Wohlenschwil,661925,251513,,,Baden,AG,
44972,4039_1,Remetschwil,667025,251214,,,Baden,AG,
44973,4204_1,Niederlenz,655558,250432,,,Lenzburg,AG,
44974,4205_1,Othmarsingen,658634,250323,,,Lenzburg,AG,
44975,4077_1,Tägerig,663354,250731,,,Bremgarten,AG,
44976,4041_1,Stetten,665578,250263,,,Baden,AG,
44977,4201_1,Lenzburg,655231,249193,,,Lenzburg,AG,ja
44978,4198_1,Hendschiken,658713,248759,,,Lenzburg,AG,
44979,4065_1,Dottikon,660742,248333,,,Bremgarten,AG,
44980,4068_1,Hägglingen,661468,248996,,,Bremgarten,AG,ja
44981,4031_1,Künten,667326,249134,,,Baden,AG,ja
44982,4210_1,Staufen,654900,248200,,,Lenzburg,AG,
44983,4191_1,Ammerswil,658072,246799,,,Lenzburg,AG,
44984,4072_1,Niederwil,664705,247740,,,Bremgarten,AG,
44985,4067_2,Fischbach-Göslikon,665812,246865,,,Bremgarten,AG,
44986,4067_1,Fischbach,666047,246654,,,Bremgarten,AG,
44987,4194_1,Dintikon,659637,246254,,,Lenzburg,AG,
44988,4195_1,Egliswil,656454,244555,,,Lenzburg,AG,ja
44989,4195_2,Egliswil 2,656454,244555,,,Lenzburg,AG,ja
44990,4080_1,Villmergen,661115,244202,,,Bremgarten,AG,
44991,4082_1,Wohlen,662804,244521,,,Bremgarten,AG,
44992,4070_1,Hilfikon,661047,242823,,,Bremgarten,AG,
44993,4240_1,Walterswil,665153,243008,,,MUR,AG,
44994,2423_1,Gänsbrunnen,602242,234688,,,Thal,SO,ja / ja
44995,2426_2,Laupersdorf,616024,240584,,,Thal,SO,
44996,2421_1,Aedermannsdorf,612964,239341,,,Thal,SO,ja
44997,2429_1,Welschenrohr,606589,236549,,,Thal,SO,ja
44998,996_1,Wolfisberg,616923,235900,,,Wangen,BE,ja
44999,975_1,Farnern,614002,235102,,,Wangen,BE,ja
45000,987_1,Rumisberg,615391,234823,,,Wangen,BE,
45001,983_1,Oberbipp,616618,234504,,,Wangen,BE,
45002,2552_1,Niederwil,610059,233418,,,LeBE,SO,
45003,971_1,Attiswil,613213,232997,,,Wangen,BE,ja
45004,2424_1,Herbetswil,611618,238324,,,Thal,SO,ja
45005,2422_1,Balsthal,619617,240658,,,Thal,SO,ja
45006,2401_1,Egerkingen,626861,241244,,,Gäu,SO,ja
45007,2406_1,Oberbuchsiten,624746,239879,,,Gäu,SO,
45008,2578_1,Gunzgen,629485,240682,,,Olten,SO,ja
45009,2407_1,Oensingen,621602,237738,,,Gäu,SO,ja / ja
45010,2405_1,Niederbuchsiten,625164,238523,,,Gäu,SO,
45011,2404_1,Neuendorf,626792,239041,,,Gäu,SO,
45012,2403_1,Kestenholz,623759,236864,,,Gäu,SO,
45013,2408_1,Wolfwil,626794,235351,,,Gäu,SO,ja
45014,2575_1,Fulenbach,630097,236376,,,Olten,SO,
45015,345_1,Wynau,627993,234553,,,Aarwangen,BE,ja
45016,4271_1,Aarburg,634866,241115,,,Zofingen,AG,ja
45017,4280_1,Oftringen,636393,240338,,,Zofingen,AG,
45018,2571_1,Boningen,631566,239926,,,Olten,SO,
45019,4282_1,Rothrist,633312,239603,,,Zofingen,AG,
45020,4282_2,Rothrist 2,633312,239603,,,Zofingen,AG,
45021,4283_1,Safenwil,641246,241349,,,Zofingen,AG,
45022,4278_1,Mühlethal,640900,239100,,,Zofingen,AG,in Bearb.
45023,4289_1,Zofingen,638219,237506,,,Zofingen,AG,
45024,4289_2,Zofingen 2,638219,237506,,,Zofingen,AG,ja
45025,4285_1,Strengelbach,637106,236575,,,Zofingen,AG,
45026,4287_1,Vordemwald,635036,236233,,,Zofingen,AG,
45027,4279_1,Murgenthal,629757,235005,,,Zofingen,AG,ja
45028,4274_1,Brittnau,638477,234440,,,Zofingen,AG,ja
45029,1140_2,Reidermoos,641776,233594,,,Willisau,LU,
45030,4009_1,Muhen,646609,242919,,,Aarau,AG,ja
45031,4145_1,Teufenthal,651104,242332,,,Kulm,AG,ja
45032,4136_1,Holziken,645133,241432,,,Kulm,AG,
45033,4007_1,Hirschthal,646742,241175,,,Aarau,AG,
45034,4146_2,Wannenhof Gm. Unterkulm,649223,241624,,,Kulm,AG,
45035,4134_1,Dürrenäsch,654298,241428,,,Kulm,AG,
45036,4146_1,Unterkulm,651155,240127,,,Kulm,AG,
45037,4286_1,Uerkheim,644367,239653,,,Zofingen,AG,
45038,4140_1,Oberkulm,651497,238873,,,Kulm,AG,
45039,4142_1,Schlossrued,649209,237963,,,Kulm,AG,
45040,4273_1,Bottenwil,642841,237239,,,Zofingen,AG,
45041,4284_1,Staffelbach,645674,237155,,,Zofingen,AG,
45042,4275_1,Kirchleerau,647237,236355,,,Zofingen,AG,ja
45045,4147_1,Zetzwil,653784,237502,,,Kulm,AG,
45046,4135_1,Gontenschwil,653425,236827,,,Kulm,AG,
45047,4135_2,Gontenschwil 2,653425,236827,,,Kulm,AG,
45048,4288_1,Wiliberg,644105,235470,,,Zofingen,AG,
45049,4277_1,Moosleerau,647383,235611,,,Zofingen,AG,
45050,4143_2,Schmiedrued,650443,235676,,,Kulm,AG,ja
45051,1147_1,Hintermoos Gm. Wikon,642760,235700,,,Willisau,LU,ja
45052,4272_1,Attelwil,645716,234513,,,Zofingen,AG,
45053,1090_1,Kulmerau,649170,233792,,,Sursee,LU,ja
45054,4143_3,Walde,650866,234698,,,Kulm,AG,ja
45055,4143_1,Schiltwald,651494,233515,,,Kulm,AG,ja
45056,4197_1,Hallwil (Nieder-),655860,242050,,,Lenzburg,AG,
45057,4208_1,Seengen,657958,242055,,,Lenzburg,AG,ja
45058,4064_1,Büttikon,662786,242029,,,Bremgarten,AG,
45059,4229_2,Waldhäusern Gm Bünzen,666252,242156,,,MUR,AG,
45060,4192_1,Boniswil,656454,240851,,,Lenzburg,AG,ja
45061,4076_1,Sarmenstorf,661008,240175,,,Bremgarten,AG,
45062,4076_2,Sarmenstorf 2,661008,240175,,,Bremgarten,AG,
45063,4078_1,Uezwil,663192,240936,,,Bremgarten,AG,
45064,4233_2,Kallern,664735,241125,,,MUR,AG,
45065,4229_1,Bünzen,666872,240316,,,MUR,AG,
45066,4138_1,Leutwil,655610,240042,,,Kulm,AG,
45067,4202_1,Meisterschwanden,659792,238520,,,Lenzburg,AG,in Bearb.
45068,4196_1,Fahrwangen,660783,238526,,,Lenzburg,AG,ja
45069,1041_1,Niederschongau,661784,236447,,,Hochdorf,LU,
45070,4228_1,Boswil,666289,239751,,,MUR,AG,ja
45071,1041_2,Schongau,662448,235546,,,Hochdorf,LU,ja
45072,4132_1,Birrwil,657514,237718,,,Kulm,AG,ja
45073,4131_1,Beinwil a. See,657752,235585,,,Kulm,AG,
45074,1021_1,Aesch,660753,234198,,,Hochdorf,LU,ja
45075,4230_1,Buttwil,665934,235827,,,MUR,AG,
45076,2551_1,Lommiswil,602465,230108,,,LeBE,SO,
45077,2542_1,Bellach,604930,229446,,,LeBE,SO,
45078,2543_1,Bettlach,598899,227977,,,LeBE,SO,ja
45079,2556_1,Selzach,601412,228007,,,LeBE,SO,
45080,2546_1,Grenchen,596208,226641,,,LeBE,SO,
45081,387_1,Lengnau,594551,225379,,,Büren,BE,
45082,388_1,Leuzigen,601053,224829,,,Büren,BE,ja
45083,381_1,Arch,599211,224062,,,Büren,BE,ja
45084,2548_1,Hubersdorf,611409,232725,,,LeBE,SO,
45085,2555_1,Rüttenen,606883,231011,,,LeBE,SO,
45086,2554_1,Riedholz,609594,231041,,,LeBE,SO,
45087,2545_1,Flumenthal,612147,231480,,,LeBE,SO,
45088,992_1,Wangen a. A.,616466,231269,,,Wangen,BE,ja
45089,2550_1,Langendorf,605748,230202,,,LeBE,SO,
45091,2527_1,Luterbach,610819,229215,,,Wasseramt,SO,
45092,2516_1,Deitingen,613608,228832,,,Wasseramt,SO,ja
45093,2516_2,Deitingen,613608,228832,,,Wasseramt,SO,
45094,2601_1,Solothurn,608050,228174,,,SO,SO,ja
45095,2517_1,Derendingen,611269,227751,,,Wasseramt,SO,
45096,2513_1,Biberist,609042,225662,,,Wasseramt,SO,ja
45097,2523_1,Horriwil,613900,225669,,,Wasseramt,SO,ja
45098,2514_1,Bolken,617099,226531,,,Wasseramt,SO,ja
45099,2525_1,Kriegstetten,612094,224829,,,Wasseramt,SO,ja
45100,2529_1,Oekingen,612583,225182,,,Wasseramt,SO,
45101,2526_1,Lohn,606520,224254,,,Wasseramt,SO,
45102,2455_1,Lüterkofen,605383,223669,,,Bucheggberg,SO,
45103,2519_1,Gerlafingen (Nieder-),610194,224427,,,Wasseramt,SO,
45104,2520_1,Halten,612592,224143,,,Wasseramt,SO,
45105,2522_1,Hersiwil,614948,224025,,,Wasseramt,SO,
45106,337_1,Roggwil,629044,232105,,,Aarwangen,BE,ja
45107,990_1,Walliswil-Bipp,619215,231717,,,Wangen,BE,
45108,991_1,Walliswil-Wangen,618698,231196,,,Wangen,BE,
45109,977_1,Heimenhausen,619821,228866,,,Wangen,BE,ja
45110,342_1,Bützberg,623473,229532,,,Aarwangen,BE,
45111,329_1,Langenthal,626685,229071,,,Aarwangen,BE,ja
45112,986_2,Röthenbach b. Herzogenbuchsee,618414,228302,,,Wangen,BE,
45113,342_2,Thunstetten,624011,228095,,,Aarwangen,BE,ja
45114,331_1,Lotzwil,626652,226725,,,Aarwangen,BE,ja
45115,984_1,Oenz (Ober-),619396,225434,,,Wangen,BE,
45116,973_1,Bettenhausen,620939,224719,,,Wangen,BE,ja
45117,325_1,Busswil b. Melchnau,629916,226206,,,Aarwangen,BE,ja
45118,1134_1,Mehlsecken,639489,232922,,,Willisau,LU,
45119,1140_1,Reiden,640167,232423,,,Willisau,LU,ja
45120,1139_2,St. Urban,630245,231361,,,Willisau,LU,
45121,1139_1,Pfaffnau,634650,230757,,,Willisau,LU,ja
45122,1134_2,Langnau,639609,231203,,,Willisau,LU,
45123,1142_1,Roggliswil,633897,229082,,,Willisau,LU,ja
45124,1141_1,Richenthal,638257,229713,,,Willisau,LU,
45125,343_1,Untersteckholz,630715,228582,,,Aarwangen,BE,
45126,1125_1,Dagmersellen,641722,229247,,,Willisau,LU,ja
45127,1123_1,Altishofen,640032,228078,,,Willisau,LU,
45128,1131_2,Eppenwil Gm. Grossdietwil,636160,226950,,,Willisau,LU,
45129,1122_1,Altbüron,633762,225851,,,Willisau,LU,ja
45130,333_1,Melchnau,631293,225776,,,Aarwangen,BE,ja
45131,1126_1,Ebersecken,637351,225912,,,Willisau,LU,ja
45132,1137_1,Nebikon,640834,226938,,,Willisau,LU,ja
45133,336_1,Reisiswil,630754,223933,,,Aarwangen,BE,ja
45134,1131_1,Grossdietwil,633880,224598,,,Willisau,LU,ja
45135,1143_1,Schötz,641528,224564,,,Willisau,LU,ja
45136,4281_1,Reitnau,645920,233458,,,Zofingen,AG,ja
45137,1106_1,Winikon,646619,232151,,,Sursee,LU,
45138,1105_1,Wilihof,647404,230777,,,Sursee,LU,
45139,1100_1,Schlierbach,650941,230545,,,Sursee,LU,ja
45140,1144_1,Uffikon,643860,228990,,,Willisau,LU,
45141,1082_1,Büron,649662,229435,,,Sursee,LU,ja
45142,1097_1,Rickenbach,654146,230128,,,Sursee,LU,
45143,1085_2,Krumbach,652009,229003,,,Sursee,LU,ja
45144,1124_1,Buchs,645070,228060,,,Willisau,LU,
45145,1085_1,Geuensee,650663,227851,,,Sursee,LU,ja
45146,1127_1,Egolzwil,643093,226133,,,Willisau,LU,ja
45147,1146_1,Wauwil,644190,226227,,,Willisau,LU,ja
45148,1091_1,Kaltbach,647191,225931,,,Sursee,LU,
45149,1089_1,St. Erhard,648160,225969,,,Sursee,LU,
45150,1099_1,Tann Gm. Schenkon,653450,226350,,,Sursee,LU,
45151,1103_1,Sursee,650876,224849,,,Sursee,LU,ja
45152,1099_2,Schenkon,653079,224813,,,Sursee,LU,ja
45153,4141_1,Reinach,656456,233523,,,Kulm,AG,
45154,1035_1,Mosen,659515,232842,,,Hochdorf,LU,ja
45155,4232_1,Geltwil,666890,233526,,,MUR,AG,
45156,1096_1,Peffikon,655940,233427,,,Sursee,LU,
45157,4139_1,Menziken,656824,232512,,,Kulm,AG,ja
45158,4233_1,Burg,656090,231880,,,Kulm,AG,
45159,1101_1,Schwarzenbach,658527,231511,,,Sursee,LU,
45160,1022_1,Altwis,661553,232229,,,Hochdorf,LU,ja
45161,1036_1,Müswangen,664367,232269,,,Hochdorf,LU,
45162,1025_1,Ermensee,660882,231272,,,Hochdorf,LU,
45163,1030_1,Hitzkirch,662449,230775,,,Hochdorf,LU,ja
45164,1087_2,Gunzwil,656021,229230,,,Sursee,LU,
45165,1081_1,Münster,656992,228636,,,Sursee,LU,
45166,1027_1,Gelfingen,662613,229629,,,Hochdorf,LU,
45167,1042_1,Sulz,664145,230263,,,Hochdorf,LU,
45168,1034_1,Lieli,665150,228842,,,Hochdorf,LU,
45169,1038_1,Retschwil,661763,227183,,,Hochdorf,LU,
45170,1032_1,Kleinwangen,664826,227478,,,Hochdorf,LU,ja
45171,1032_2,Ibenmoos Gm. Hohenrain,666431,228089,,,Hochdorf,LU,
45172,1092_1,Neudorf,658401,225389,,,Sursee,LU,
45173,1039_1,Römerswil,661104,224627,,,Hochdorf,LU,ja
45174,1031_1,Hochdorf,664514,224297,,,Hochdorf,LU,ja
45175,1032_3,Hohenrain,666627,225980,,,Hochdorf,LU,ja
45176,390_1,Meinisberg,593122,223177,,,Büren,BE,
45177,393_1,Rüti b.Büren,597371,222363,,,Büren,BE,
45178,2444_1,Bibern,601424,221677,,,Bucheggberg,SO,ja
45179,2462_1,Tscheppach,603113,221825,,,Bucheggberg,SO,
45180,2450_1,Hessigkofen,602078,221161,,,Bucheggberg,SO,
45181,2446_1,Brügglen,604272,221286,,,Bucheggberg,SO,
45182,383_1,Büren a.A.,595103,220974,,,Büren,BE,ja
45183,2458_1,Mühledorf ,602907,220585,,,Bucheggberg,SO,ja
45184,2456_1,Gächliwil,600714,219754,,,Bucheggberg,SO,
45185,2441_1,Aetigkofen,602107,219405,,,Bucheggberg,SO,
45186,2463_1,Unterramsern,603298,218673,,,Bucheggberg,SO,
45187,386_1,Dotzigen,592710,218740,,,Büren,BE,ja
45188,2461_1,Schnottwil,596329,217880,,,Bucheggberg,SO,
45189,385_1,Diessbach b.B.,594185,217482,,,Büren,BE,ja
45190,382_1,Büetigen,592522,217206,,,Büren,BE,ja
45191,2443_1,Balm bei Messen,599457,216966,,,Bucheggberg,SO,
45192,545_1,Mülchi,602918,216669,,,Fraubrunnen,BE,in Bearb.
45193,2457_1,Messen,600701,215633,,,Bucheggberg,SO,ja
45194,1058_1,Horw,666038,207712,,,LU,LU,ja
45195,1066_2,Eigenthal,658862,206820,,,LU,LU,ja / in Bearb. 
45196,1066_1,Schwarzenberg,655835,207246,,,LU,LU,
45197,1059_1,Obernau,661819,209243,,,LU,LU,
45198,1059_2,Kriens,663885,209447,,,LU,LU,ja
45199,1062_1,Malters,656641,209818,,,LU,LU,ja
45200,1061_1,Luzern,666115,210876,,,LU,LU,ja
45201,1060_1,Winterbühl Gm. Littau,661540,213380,,,LU,LU,ja
45202,1060_2,Reussbühl,663895,212825,,,LU,LU,ja
45203,1062_2,Wilgis Gm. Malters,656680,211830,,,LU,LU,ja
45204,1093_1,Hellbühl,657887,213598,,,Sursee,LU,ja
45205,1024_1,Emmen,665447,214333,,,Hochdorf,LU,ja
45206,1024_3,Gerliswil,663029,214397,,,Hochdorf,LU,ja
45207,1009_1,Werthenstein,650533,211581,,,Entlebuch,LU,
45208,1002_4,Rengg,649598,206068,,,Entlebuch,LU,
45209,1001_2,Holz Gm. Doppelschwand,646707,206016,,,Entlebuch,LU,
45210,1007_6,Krummatt Gm. Romoos,643550,205260,,,Entlebuch,LU,
45211,1007_7,Eggbergen Gm. Romoos,645000,208140,,,Entlebuch,LU,ja
45212,1007_2,Romoos,644784,206835,,,Entlebuch,LU,ja
45213,1062_3,Egg Gm. Malters,653920,208300,,,LU,LU,
45214,1002_3,Ebnet,648543,208057,,,Entlebuch,LU,
45215,1001_1,Dorf Gm. Doppelschwand,646906,207698,,,Entlebuch,LU,
45216,1009_2,Schachen Gm. Werthenstein,653672,209682,,,Entlebuch,LU,ja
45217,1107_3,Fontannen,645190,209555,,,Sursee,LU,
45218,1107_1,Steinhusen Gm. Wolhusen,646300,210394,,,Sursee,LU,
45219,1098_1,Werthenstein-Unterdorf,650390,212240,,,Sursee,LU,
45220,1107_2,Wolhusen,648252,212486,,,Sursee,LU,ja
45221,1098_2,Sigigen,652760,212795,,,Sursee,LU,
45222,1098_3,Ziswil,655230,213270,,,Sursee,LU,
45223,1007_4,Breitebnet Gm. Romoos,641650,205790,,,Entlebuch,LU,
45224,1007_3,Holzwegen Gm. Romoos,642430,206475,,,Entlebuch,LU,
45225,1136_4,Menzberg,642469,210093,,,Willisau,LU,ja
45226,1135_1,Luthern Bad,636991,208584,,,Willisau,LU,
45227,908_5,Ried Gm. Trub,634401,200129,,,Signau,BE,
45228,1135_2,Luthern,636297,212051,,,Willisau,LU,
45229,1136_1,Twerenegg,643554,212943,,,Willisau,LU,
45230,1132_2,Hübeli Gm. Hergiswil,639078,212721,,,Willisau,LU,
45231,1148_1,Rohrmatt,641528,214687,,,Willisau,LU,ja
45232,406_4,Goldbach,617970,205895,,,Burgdorf,BE,
45233,407_1,Rotenbaum,619540,212810,,,Burgdorf,BE,
45234,407_5,Kaltacker,617712,214027,,,Burgdorf,BE,
45235,406_1,Biembach,613806,205411,,,Burgdorf,BE,
45236,407_3,Hub,616248,213506,,,Burgdorf,BE,
45237,406_2,Hasle bei Burgdorf,615573,207243,,,Burgdorf,BE,
